customer_id,debt_amount,days_overdue,credit_score,age,income,num_previous_loans,num_previous_defaults,communication_preference,last_contact_date,payment_probability
96,4988.58,219,839,75,73520.34,3,4,phone,2024-07-29 02:06:47.057132,0.2646
97,5275.06,207,784,76,67127.07,3,4,mail,2024-04-30 02:06:47.057132,0.4071
98,4332.66,173,376,70,160184.59,9,4,mail,2024-07-10 02:06:47.057132,0.7603
99,351.65,141,814,65,180350.45,2,2,mail,2024-06-04 02:06:47.057132,0.1182
100,1168.13,272,848,22,110417.0,3,0,mail,2024-07-04 02:06:47.057132,0.8884
101,411.15,214,391,44,160360.92,8,1,email,2024-07-06 02:06:47.057132,0.2103
102,6400.46,269,765,29,53676.1,0,3,phone,2024-06-03 02:06:47.057132,0.5648
103,3212.12,20,765,52,118575.74,1,2,phone,2024-05-10 02:06:47.057132,0.1051
104,5134.85,66,339,46,134515.99,6,4,mail,2024-06-16 02:06:47.057132,0.1852
105,9084.91,303,628,33,108319.55,8,2,phone,2024-05-25 02:06:47.057132,0.5855
106,2567.99,147,584,36,41038.44,6,2,email,2024-06-02 02:06:47.057132,0.6346
107,4162.79,165,365,66,152138.04,0,0,email,2024-08-03 02:06:47.057132,0.2698
108,7579.96,310,408,77,171034.07,6,0,email,2024-07-13 02:06:47.057132,0.1191
109,2365.1,6,714,60,134340.73,5,1,mail,2024-05-19 02:06:47.057132,0.5496
110,862.1,14,391,70,50448.98,0,3,phone,2024-06-05 02:06:47.057132,0.8406
111,2968.54,132,667,68,33419.44,0,3,email,2024-06-28 02:06:47.057132,0.2014
112,1696.09,342,722,44,74288.7,1,4,email,2024-05-30 02:06:47.057132,0.6916
113,9304.01,243,539,35,26658.22,5,1,phone,2024-06-12 02:06:47.057132,0.3859
114,8100.39,231,734,76,171059.42,3,3,phone,2024-07-15 02:06:47.057132,0.9431
115,6370.7,228,511,58,146550.88,3,2,email,2024-05-15 02:06:47.057132,0.0826
116,8727.46,162,699,30,121463.96,5,2,email,2024-08-04 02:06:47.057132,0.04
117,8056.35,283,825,47,180133.85,8,3,phone,2024-06-03 02:06:47.057132,0.1243
118,1947.04,263,767,43,39816.83,0,2,mail,2024-06-17 02:06:47.057132,0.7824
119,8936.33,131,469,23,148602.75,1,2,phone,2024-07-13 02:06:47.057132,0.9228
120,5439.49,225,509,20,46393.8,7,4,mail,2024-05-19 02:06:47.057132,0.8225
121,8093.66,258,555,40,30966.58,7,2,email,2024-06-27 02:06:47.057132,0.7178
122,8971.3,234,372,29,43922.81,5,3,mail,2024-08-02 02:06:47.057132,0.0576
123,3248.23,336,446,58,191169.22,5,0,mail,2024-06-04 02:06:47.057132,0.2138
124,1189.51,316,639,58,99278.01,7,2,email,2024-08-01 02:06:47.057132,0.9354
125,2356.56,24,616,32,28819.23,1,3,email,2024-05-23 02:06:47.057132,0.6228
126,4328.37,271,453,18,125054.24,1,2,mail,2024-06-22 02:06:47.057132,0.4683
127,8198.35,95,554,67,55948.53,0,1,phone,2024-07-15 02:06:47.057132,0.6523
128,8621.23,142,650,64,21230.55,5,4,phone,2024-06-30 02:06:47.057132,0.1786
129,168.83,182,846,25,156509.44,5,0,email,2024-08-02 02:06:47.057132,0.8929
130,5156.4,206,611,48,47875.35,5,2,email,2024-06-07 02:06:47.057132,0.6563
131,4232.37,81,433,28,189647.57,1,3,phone,2024-08-05 02:06:47.057132,0.4712
132,2298.87,274,428,34,126703.98,6,0,phone,2024-08-04 02:06:47.057132,0.4574
133,1286.67,276,735,44,35659.25,2,2,email,2024-07-31 02:06:47.057132,0.8224
134,3442.39,208,579,77,59208.4,0,1,phone,2024-05-09 02:06:47.057132,0.3079
135,9434.81,296,657,48,129952.03,0,3,mail,2024-05-23 02:06:47.057132,0.1371
136,3299.71,39,551,44,80860.29,8,4,email,2024-06-18 02:06:47.057132,0.1857
137,5236.03,288,434,31,115785.75,2,2,mail,2024-06-08 02:06:47.057132,0.0811
138,7059.89,124,822,68,163912.17,7,3,mail,2024-06-03 02:06:47.057132,0.5079
139,3699.93,364,618,76,162668.27,9,2,mail,2024-06-03 02:06:47.057132,0.6773
140,9720.64,283,379,40,145637.62,6,4,mail,2024-05-02 02:06:47.057132,0.934
141,9628.23,180,490,73,179489.78,1,1,phone,2024-06-06 02:06:47.057132,0.7508
142,2592.64,97,752,22,55884.92,1,4,email,2024-06-14 02:06:47.057132,0.5831
143,5022.76,191,643,47,51903.47,3,4,phone,2024-06-15 02:06:47.057132,0.864
144,3078.7,74,329,51,163882.91,1,4,mail,2024-07-29 02:06:47.057132,0.8922
145,2919.92,273,713,64,77760.08,4,0,mail,2024-08-06 02:06:47.057132,0.7124
146,465.18,49,667,36,112192.83,9,3,mail,2024-07-23 02:06:47.057132,0.0563
147,6134.69,337,801,74,153911.39,6,2,mail,2024-05-10 02:06:47.057132,0.2918
148,5076.52,210,320,48,91267.82,1,1,email,2024-07-02 02:06:47.057132,0.3362
149,609.64,116,848,33,43429.21,8,2,email,2024-07-28 02:06:47.057132,0.9974
150,2858.6,23,545,62,142302.3,0,0,email,2024-06-18 02:06:47.057132,0.4642
151,9091.83,98,582,44,167088.69,1,1,mail,2024-07-07 02:06:47.057132,0.7619
152,2471.66,328,531,78,22303.51,6,0,mail,2024-05-15 02:06:47.057132,0.8138
153,1534.46,313,615,43,121259.38,4,2,email,2024-05-30 02:06:47.057132,0.6533
154,4945.58,190,635,56,104492.92,0,1,email,2024-05-07 02:06:47.057132,0.0183
155,9857.94,182,710,46,66727.28,3,2,email,2024-05-01 02:06:47.057132,0.0193
156,2496.35,148,544,66,48985.14,7,3,phone,2024-07-22 02:06:47.057132,0.8188
157,6754.14,342,686,68,53846.72,4,0,mail,2024-05-20 02:06:47.057132,0.7392
158,7640.03,23,657,74,150495.17,1,3,email,2024-06-26 02:06:47.057132,0.5361
159,2452.61,105,321,56,116515.12,8,3,email,2024-07-12 02:06:47.057132,0.2489
160,7309.34,163,318,61,196607.79,0,2,mail,2024-07-08 02:06:47.057132,0.0867
161,3741.05,67,586,62,63781.54,0,2,phone,2024-08-05 02:06:47.057132,0.1643
162,6359.83,290,575,46,192242.75,9,4,mail,2024-06-01 02:06:47.057132,0.5803
163,6371.94,289,371,62,112719.72,4,4,email,2024-05-16 02:06:47.057132,0.5458
164,5404.17,46,664,63,46284.75,8,1,email,2024-06-12 02:06:47.057132,0.9413
165,993.87,81,634,64,46672.23,5,2,phone,2024-07-14 02:06:47.057132,0.9573
166,8369.49,147,498,48,129542.24,4,0,phone,2024-06-01 02:06:47.057132,0.576
167,3275.72,222,316,19,169656.09,5,2,mail,2024-06-28 02:06:47.057132,0.8414
168,1946.53,343,517,23,154588.07,5,2,email,2024-06-05 02:06:47.057132,0.8122
169,503.67,15,446,26,138012.92,8,3,phone,2024-05-30 02:06:47.057132,0.7524
170,5949.84,121,509,32,50979.45,8,3,email,2024-06-09 02:06:47.057132,0.4373
171,6807.89,78,713,37,39501.2,4,4,phone,2024-05-03 02:06:47.057132,0.3894
172,264.22,322,629,65,20044.64,3,1,phone,2024-06-07 02:06:47.057132,0.2641
173,5169.72,295,651,75,38322.9,0,1,email,2024-06-16 02:06:47.057132,0.9371
174,2342.31,241,462,19,157945.99,5,2,email,2024-05-04 02:06:47.057132,0.8344
175,6487.21,18,400,20,181144.71,6,0,mail,2024-05-23 02:06:47.057132,0.1771
176,1826.23,256,626,72,63263.08,6,3,mail,2024-07-02 02:06:47.057132,0.2525
177,6940.28,277,626,69,163080.96,0,0,mail,2024-07-07 02:06:47.057132,0.5813
178,3928.68,27,454,72,55792.78,5,3,email,2024-05-02 02:06:47.057132,0.4136
179,9373.63,2,309,70,64868.9,7,2,phone,2024-07-31 02:06:47.057132,0.2139
180,1461.46,353,652,47,60348.46,2,1,mail,2024-05-09 02:06:47.057132,0.7912
181,3476.56,295,482,25,29311.38,0,2,email,2024-05-09 02:06:47.057132,0.0016
182,1223.39,312,754,57,54931.03,6,3,mail,2024-07-18 02:06:47.057132,0.3433
183,9254.47,363,305,38,87237.8,3,1,mail,2024-05-01 02:06:47.057132,0.9293
184,8785.66,239,632,56,92984.55,4,0,mail,2024-07-05 02:06:47.057132,0.7608
185,2653.62,13,632,60,75703.95,1,0,phone,2024-05-16 02:06:47.057132,0.4013
186,6633.84,184,557,71,112650.55,6,4,email,2024-07-21 02:06:47.057132,0.9287
187,8190.5,194,510,30,88039.68,0,0,phone,2024-08-01 02:06:47.057132,0.9008
188,5596.49,56,350,57,194665.64,3,4,mail,2024-05-13 02:06:47.057132,0.0526
189,5343.54,230,744,58,165323.08,7,1,mail,2024-05-18 02:06:47.057132,0.1279
190,2494.34,28,676,65,187575.92,6,2,phone,2024-07-18 02:06:47.057132,0.3872
191,1021.72,320,785,54,120336.85,6,2,mail,2024-06-26 02:06:47.057132,0.9294
192,8982.44,71,350,72,142101.13,6,1,mail,2024-06-05 02:06:47.057132,0.8442
193,9014.14,210,453,49,50001.75,4,1,phone,2024-06-27 02:06:47.057132,0.0478
194,6367.7,184,609,31,155501.44,9,3,email,2024-05-09 02:06:47.057132,0.5123
195,3456.39,356,698,18,62474.8,2,0,mail,2024-05-07 02:06:47.057132,0.7203
196,3557.17,41,433,44,46249.93,9,0,mail,2024-05-27 02:06:47.057132,0.2759
197,7286.96,260,519,41,27534.68,6,0,email,2024-07-31 02:06:47.057132,0.7225
198,8981.39,344,462,68,105001.44,7,4,phone,2024-05-28 02:06:47.057132,0.3697
199,8882.16,84,801,66,71622.07,6,0,phone,2024-07-09 02:06:47.057132,0.2741
200,7820.77,46,414,39,197610.89,5,3,mail,2024-06-01 02:06:47.057132,0.3926
201,6456.11,159,798,31,64970.17,8,2,mail,2024-07-22 02:06:47.057132,0.9508
202,932.99,344,771,62,175977.79,5,2,phone,2024-05-22 02:06:47.057132,0.9053
203,1700.12,7,448,25,76958.98,4,4,mail,2024-06-18 02:06:47.057132,0.914
204,8995.69,333,540,44,154842.83,5,3,phone,2024-05-17 02:06:47.057132,0.9174
205,6103.65,136,422,20,138771.44,9,1,phone,2024-06-24 02:06:47.057132,0.1783
206,191.05,183,368,50,121121.04,3,2,phone,2024-05-22 02:06:47.057132,0.8961
207,1104.57,197,362,68,95028.49,5,3,mail,2024-07-07 02:06:47.057132,0.2123
208,6668.67,172,315,64,140798.9,3,1,phone,2024-06-01 02:06:47.057132,0.8381
209,150.11,349,689,38,93310.1,4,4,email,2024-05-05 02:06:47.057132,0.5419
210,1692.0,276,557,76,118658.04,5,0,email,2024-08-04 02:06:47.057132,0.24
211,5532.46,78,516,49,126164.31,0,3,phone,2024-05-09 02:06:47.057132,0.3985
212,6949.76,178,778,57,68123.94,5,2,email,2024-06-02 02:06:47.057132,0.4334
213,6554.42,27,413,58,81152.57,5,4,phone,2024-05-01 02:06:47.057132,0.7332
214,2320.27,120,679,62,23249.01,0,3,mail,2024-05-22 02:06:47.057132,0.606
215,7150.57,281,536,61,173388.62,6,4,mail,2024-05-24 02:06:47.057132,0.8168
216,2448.77,308,775,58,156076.97,9,1,mail,2024-07-31 02:06:47.057132,0.3968
217,3321.46,196,428,49,53035.48,4,3,phone,2024-07-11 02:06:47.057132,0.7436
218,7490.26,277,809,69,85168.72,7,0,phone,2024-07-31 02:06:47.057132,0.7928
219,6531.37,18,464,41,95792.51,4,1,email,2024-07-30 02:06:47.057132,0.0631
220,8507.31,295,576,28,80188.16,9,0,email,2024-06-26 02:06:47.057132,0.3756
221,6610.37,271,556,54,163683.71,4,4,mail,2024-05-06 02:06:47.057132,0.886
222,5726.26,53,431,68,150575.73,1,0,phone,2024-05-14 02:06:47.057132,0.705
223,1027.38,294,556,38,158088.57,3,1,email,2024-07-12 02:06:47.057132,0.4184
224,3740.39,52,440,35,182743.41,3,1,mail,2024-06-07 02:06:47.057132,0.183
225,2725.5,216,508,28,127127.23,9,1,phone,2024-07-18 02:06:47.057132,0.0966
226,2515.5,72,818,44,130616.18,9,4,email,2024-05-06 02:06:47.057132,0.2294
227,9732.8,28,350,60,149948.14,7,2,email,2024-05-20 02:06:47.057132,0.2447
228,3991.67,252,802,55,142621.87,2,4,email,2024-05-12 02:06:47.057132,0.3707
229,8931.26,35,558,18,176566.34,0,1,email,2024-05-20 02:06:47.057132,0.1769
230,6348.27,201,477,71,158635.68,6,4,mail,2024-06-17 02:06:47.057132,0.146
231,7968.63,249,842,46,41682.55,8,3,mail,2024-05-25 02:06:47.057132,0.844
232,5076.11,99,655,38,187104.55,5,3,email,2024-08-05 02:06:47.057132,0.2495
233,5811.35,308,617,46,142957.87,1,2,phone,2024-07-08 02:06:47.057132,0.5616
234,4975.93,140,663,26,42886.27,1,4,phone,2024-05-08 02:06:47.057132,0.1993
235,2032.91,83,354,78,158955.27,0,4,phone,2024-07-21 02:06:47.057132,0.4918
236,7252.28,48,455,79,84514.26,5,3,mail,2024-06-01 02:06:47.057132,0.2767
237,2879.65,278,343,24,165076.02,7,1,phone,2024-05-27 02:06:47.057132,0.0868
238,340.73,248,841,55,191973.07,0,0,phone,2024-06-25 02:06:47.057132,0.9822
239,6490.18,177,621,48,65943.57,0,1,phone,2024-06-19 02:06:47.057132,0.4578
240,1853.4,52,313,44,174333.99,0,2,phone,2024-08-03 02:06:47.057132,0.393
241,9410.54,79,656,77,159241.05,9,0,mail,2024-05-11 02:06:47.057132,0.1991
242,9543.89,322,782,72,140813.28,4,1,phone,2024-07-09 02:06:47.057132,0.4954
243,9157.16,64,658,59,89285.7,6,4,email,2024-05-27 02:06:47.057132,0.6352
244,3764.57,8,617,49,39775.18,3,4,mail,2024-07-04 02:06:47.057132,0.3047
245,253.02,214,374,22,107101.43,0,3,phone,2024-07-29 02:06:47.057132,0.4804
246,9290.35,25,493,50,39019.99,0,4,email,2024-06-10 02:06:47.057132,0.2371
247,4339.02,256,662,32,110026.5,9,4,mail,2024-05-18 02:06:47.057132,0.5277
248,9669.88,243,395,74,167652.79,2,2,email,2024-05-25 02:06:47.057132,0.7872
249,9639.84,198,339,22,199574.86,4,0,phone,2024-07-14 02:06:47.057132,0.0602
250,8544.79,94,696,37,55641.57,4,1,phone,2024-06-12 02:06:47.057132,0.5178
251,3015.04,207,406,55,57414.45,8,1,phone,2024-05-13 02:06:47.057132,0.3994
252,3912.47,15,316,54,165959.0,8,2,email,2024-05-18 02:06:47.057132,0.074
253,8526.25,178,826,34,104430.55,8,0,mail,2024-05-04 02:06:47.057132,0.9405
254,3237.53,75,798,67,184844.83,7,4,email,2024-06-07 02:06:47.057132,0.2598
255,1777.98,104,824,21,158419.32,8,2,email,2024-05-26 02:06:47.057132,0.5646
256,5612.33,294,342,73,152557.0,7,4,email,2024-05-20 02:06:47.057132,0.3726
257,9367.93,168,649,38,38351.67,7,1,phone,2024-06-05 02:06:47.057132,0.2711
258,6990.69,115,329,72,26457.6,7,2,email,2024-06-26 02:06:47.057132,0.5272
259,5743.61,39,740,51,77017.31,7,2,email,2024-05-05 02:06:47.057132,0.689
260,1062.05,364,841,57,59113.7,4,2,email,2024-07-21 02:06:47.057132,0.7855
261,6188.57,273,754,22,148215.6,9,1,mail,2024-05-28 02:06:47.057132,0.6339
262,9901.53,135,393,21,101132.07,2,1,email,2024-05-09 02:06:47.057132,0.5263
263,1486.83,232,594,74,114166.35,3,3,email,2024-06-02 02:06:47.057132,0.7773
264,5231.46,39,848,39,166473.47,8,1,phone,2024-06-20 02:06:47.057132,0.5175
265,8785.99,291,388,31,106130.84,6,1,email,2024-05-06 02:06:47.057132,0.9742
266,7433.61,307,802,21,118086.74,8,4,email,2024-05-29 02:06:47.057132,0.5267
267,7000.46,47,513,25,171617.65,6,1,phone,2024-07-05 02:06:47.057132,0.3172
268,7054.59,36,721,20,97640.45,7,0,email,2024-06-30 02:06:47.057132,0.4464
269,3658.96,320,825,63,34962.81,2,4,email,2024-08-06 02:06:47.057132,0.49
270,3006.56,95,491,46,113906.94,7,3,mail,2024-06-13 02:06:47.058133,0.2835
271,8112.68,361,523,43,124285.1,3,0,mail,2024-06-13 02:06:47.058133,0.1587
272,8120.12,13,686,67,112123.42,5,3,email,2024-07-28 02:06:47.058133,0.4314
273,8684.02,146,773,72,66448.91,0,2,mail,2024-06-13 02:06:47.058133,0.897
274,9141.08,65,502,47,60264.21,1,2,email,2024-05-04 02:06:47.058133,0.2555
275,5162.29,228,746,29,86556.15,6,2,mail,2024-07-14 02:06:47.058133,0.3618
276,5065.01,242,367,32,49921.17,5,1,email,2024-05-27 02:06:47.058133,0.7577
277,8003.12,8,391,69,139884.26,9,1,mail,2024-07-10 02:06:47.058133,0.0823
278,6534.64,304,477,69,130641.48,4,4,email,2024-05-07 02:06:47.058133,0.8251
279,7049.47,341,302,75,133831.21,6,0,phone,2024-06-17 02:06:47.058133,0.7203
280,7978.35,43,402,58,60463.55,1,0,phone,2024-06-22 02:06:47.058133,0.5498
281,8911.05,244,572,19,64375.22,9,2,email,2024-05-27 02:06:47.058133,0.2095
282,3446.15,181,833,18,161730.25,3,2,mail,2024-07-09 02:06:47.058133,0.0927
283,3818.27,85,415,64,144220.12,4,1,phone,2024-07-19 02:06:47.058133,0.2317
284,1030.42,155,763,72,177532.37,7,3,mail,2024-05-06 02:06:47.058133,0.7615
285,5824.97,275,403,64,92631.03,5,0,mail,2024-05-20 02:06:47.058133,0.9335
286,455.83,23,558,45,118519.01,5,0,phone,2024-05-04 02:06:47.058133,0.7379
287,4709.42,115,607,57,152979.99,4,3,phone,2024-08-02 02:06:47.058133,0.5276
288,5472.18,306,666,52,195347.89,9,0,mail,2024-06-19 02:06:47.058133,0.9507
289,2936.76,299,601,51,198133.73,4,0,email,2024-05-07 02:06:47.058133,0.8286
290,5949.25,99,326,21,199851.57,0,1,phone,2024-06-13 02:06:47.058133,0.6558
291,401.95,104,807,35,180294.77,3,0,email,2024-06-22 02:06:47.058133,0.0379
292,469.75,51,826,29,135137.15,8,2,email,2024-07-23 02:06:47.058133,0.2877
293,8243.75,362,664,67,21254.77,1,2,phone,2024-05-27 02:06:47.058133,0.3082
294,3665.89,112,597,38,145917.88,5,4,email,2024-05-03 02:06:47.058133,0.3472
295,1357.9,244,660,27,62947.91,1,1,email,2024-06-29 02:06:47.058133,0.3894
296,5270.21,169,803,38,30290.09,8,1,email,2024-07-16 02:06:47.058133,0.9394
297,7722.94,72,329,57,145493.2,4,2,email,2024-06-06 02:06:47.058133,0.7419
298,2236.63,139,738,42,156081.97,8,1,mail,2024-05-30 02:06:47.058133,0.6919
299,6266.62,336,639,67,138697.96,9,1,email,2024-05-25 02:06:47.058133,0.4265
300,944.94,231,425,34,85730.56,4,4,email,2024-07-07 02:06:47.058133,0.3375
301,611.65,239,665,68,111980.74,8,3,email,2024-07-01 02:06:47.058133,0.1196
302,5360.41,253,742,23,188290.57,1,0,email,2024-07-15 02:06:47.058133,0.4535
303,5452.29,49,562,31,151329.97,6,4,mail,2024-05-03 02:06:47.058133,0.2053
304,6410.56,303,521,54,110843.16,7,3,mail,2024-05-11 02:06:47.058133,0.391
305,7288.3,72,301,57,126820.85,2,0,mail,2024-08-03 02:06:47.058133,0.1564
