customer_id,debt_amount,days_overdue,credit_score,age,income,num_previous_loans,num_previous_defaults,communication_preference,last_contact_date,payment_probability,days_since_last_contact,debt_to_income_ratio,default_rate
64,3631.86,351,696,44,137362.29,5,0,1,2024-05-09 02:06:47.057132,0.2812,90,0.026440007661491374,0.0
65,2881.25,328,388,22,76831.18,3,4,2,2024-08-03 02:06:47.057132,0.487,4,0.037501051005594345,1.0
66,5472.69,43,533,60,130128.31,4,0,0,2024-08-03 02:06:47.057132,0.3709,4,0.042056106007985504,0.0
67,1495.15,187,467,30,147949.36,4,3,0,2024-06-24 02:06:47.057132,0.0388,44,0.010105822695008619,0.6
68,8041.75,302,425,57,21866.63,0,0,2,2024-06-07 02:06:47.057132,0.6095,61,0.36776357399379783,0.0
69,838.05,200,419,38,26161.12,9,0,2,2024-06-05 02:06:47.057132,0.8748,63,0.03203417896481496,0.0
70,9870.18,39,727,54,197565.86,4,2,2,2024-05-16 02:06:47.057132,0.9215,83,0.04995893521279436,0.4
71,7745.22,220,489,49,102360.28,9,1,1,2024-07-12 02:06:47.057132,0.5174,26,0.0756662642970496,0.1
72,2067.29,307,727,55,188447.15,8,4,0,2024-06-18 02:06:47.057132,0.7659,50,0.010970131413502407,0.4444444444444444
73,154.67,4,501,48,151381.57,7,2,2,2024-07-05 02:06:47.057132,0.7124,33,0.0010217227896368096,0.25
74,8173.07,121,358,49,87134.3,7,1,0,2024-08-03 02:06:47.057132,0.2289,4,0.0937985385778046,0.125
75,7097.89,336,522,32,47151.56,2,2,0,2024-06-11 02:06:47.057132,0.0629,57,0.15053351363136236,0.6666666666666666
76,7317.17,77,791,72,196067.31,8,2,0,2024-06-06 02:06:47.057132,0.7479,62,0.03731968373514177,0.2222222222222222
77,7735.58,179,310,74,125209.33,8,4,0,2024-05-11 02:06:47.057132,0.2827,88,0.061781178766789985,0.4444444444444444
78,833.04,133,811,65,54624.19,9,3,2,2024-05-04 02:06:47.057132,0.5494,95,0.015250386321517992,0.3
79,3648.81,311,609,47,142697.54,6,2,0,2024-07-04 02:06:47.057132,0.5241,34,0.025570237580830053,0.2857142857142857
80,1247.1,229,333,60,36568.73,5,4,0,2024-07-04 02:06:47.057132,0.8179,34,0.03410290704653948,0.6666666666666666
81,8644.72,276,639,24,176246.71,8,0,1,2024-08-05 02:06:47.057132,0.6446,2,0.049048972318405264,0.0
82,6270.65,152,780,55,36224.72,5,1,2,2024-06-25 02:06:47.057132,0.8471,43,0.1731041675408395,0.16666666666666666
83,3375.89,164,392,48,62514.98,2,4,0,2024-05-27 02:06:47.057132,0.7522,72,0.05400129696914243,1.3333333333333333
84,729.23,290,432,61,36457.54,5,3,0,2024-06-19 02:06:47.057132,0.9998,49,0.020002172390128352,0.5
85,3178.72,109,718,43,38681.7,1,4,2,2024-07-17 02:06:47.057132,0.8639,21,0.08217632627314725,2.0
86,3319.31,126,767,53,114290.15,1,4,2,2024-07-26 02:06:47.057132,0.2111,12,0.02904283527495589,2.0
87,7323.1,240,743,63,143658.16,6,0,0,2024-07-02 02:06:47.057132,0.9614,36,0.05097587216765132,0.0
88,6411.82,310,329,60,161926.72,7,1,1,2024-08-06 02:06:47.057132,0.3401,1,0.039597047355742154,0.125
89,8883.41,345,597,43,145109.95,6,1,1,2024-06-26 02:06:47.057132,0.6078,42,0.06121847605901593,0.14285714285714285
90,4774.93,146,360,61,85428.17,4,3,2,2024-07-22 02:06:47.057132,0.9414,16,0.055894092077589864,0.6
91,1283.98,252,757,19,120311.8,3,1,2,2024-06-19 02:06:47.057132,0.2142,49,0.01067210365068098,0.25
92,7161.12,183,603,60,186979.53,7,0,1,2024-08-01 02:06:47.057132,0.8573,6,0.03829895176225975,0.0
93,7631.77,309,639,62,89763.79,8,3,1,2024-05-02 02:06:47.057132,0.9532,97,0.08502058569496677,0.3333333333333333
94,5656.64,306,747,60,65432.79,6,0,1,2024-07-25 02:06:47.057132,0.8538,13,0.08644962258219464,0.0
95,7732.58,72,601,26,113477.48,0,0,1,2024-06-23 02:06:47.057132,0.8192,45,0.06814197847890172,0.0
96,4988.58,219,839,75,73520.34,3,4,1,2024-07-29 02:06:47.057132,0.2646,9,0.06785305943906135,1.0
97,5275.06,207,784,76,67127.07,3,4,2,2024-04-30 02:06:47.057132,0.4071,99,0.078583200488268,1.0
98,4332.66,173,376,70,160184.59,9,4,2,2024-07-10 02:06:47.057132,0.7603,28,0.027047920152618924,0.4
99,351.65,141,814,65,180350.45,2,2,2,2024-06-04 02:06:47.057132,0.1182,64,0.0019498149297659084,0.6666666666666666
100,1168.13,272,848,22,110417.0,3,0,2,2024-07-04 02:06:47.057132,0.8884,34,0.010579258628653198,0.0
101,411.15,214,391,44,160360.92,8,1,0,2024-07-06 02:06:47.057132,0.2103,32,0.0025639039736115254,0.1111111111111111
102,6400.46,269,765,29,53676.1,0,3,1,2024-06-03 02:06:47.057132,0.5648,65,0.11924226983704107,3.0
103,3212.12,20,765,52,118575.74,1,2,1,2024-05-10 02:06:47.057132,0.1051,89,0.027089183672815365,1.0
104,5134.85,66,339,46,134515.99,6,4,2,2024-06-16 02:06:47.057132,0.1852,52,0.0381727852577229,0.5714285714285714
105,9084.91,303,628,33,108319.55,8,2,1,2024-05-25 02:06:47.057132,0.5855,74,0.0838713787123377,0.2222222222222222
106,2567.99,147,584,36,41038.44,6,2,0,2024-06-02 02:06:47.057132,0.6346,66,0.06257523434126637,0.2857142857142857
107,4162.79,165,365,66,152138.04,0,0,0,2024-08-03 02:06:47.057132,0.2698,4,0.027361927365437334,0.0
108,7579.96,310,408,77,171034.07,6,0,0,2024-07-13 02:06:47.057132,0.1191,25,0.044318421470061486,0.0
109,2365.1,6,714,60,134340.73,5,1,2,2024-05-19 02:06:47.057132,0.5496,80,0.017605234093934132,0.16666666666666666
110,862.1,14,391,70,50448.98,0,3,1,2024-06-05 02:06:47.057132,0.8406,63,0.017088551641678384,3.0
111,2968.54,132,667,68,33419.44,0,3,0,2024-06-28 02:06:47.057132,0.2014,40,0.08882674275810724,3.0
112,1696.09,342,722,44,74288.7,1,4,0,2024-05-30 02:06:47.057132,0.6916,69,0.02283106313611626,2.0
113,9304.01,243,539,35,26658.22,5,1,1,2024-06-12 02:06:47.057132,0.3859,56,0.3490109242102436,0.16666666666666666
114,8100.39,231,734,76,171059.42,3,3,1,2024-07-15 02:06:47.057132,0.9431,23,0.04735424684592056,0.75
115,6370.7,228,511,58,146550.88,3,2,0,2024-05-15 02:06:47.057132,0.0826,84,0.04347090921596649,0.5
116,8727.46,162,699,30,121463.96,5,2,0,2024-08-04 02:06:47.057132,0.04,3,0.07185225971555677,0.3333333333333333
117,8056.35,283,825,47,180133.85,8,3,1,2024-06-03 02:06:47.057132,0.1243,65,0.04472424255629911,0.3333333333333333
118,1947.04,263,767,43,39816.83,0,2,2,2024-06-17 02:06:47.057132,0.7824,51,0.0488999249814714,2.0
119,8936.33,131,469,23,148602.75,1,2,1,2024-07-13 02:06:47.057132,0.9228,25,0.06013569735418759,1.0
120,5439.49,225,509,20,46393.8,7,4,2,2024-05-19 02:06:47.057132,0.8225,80,0.11724605442968672,0.5
121,8093.66,258,555,40,30966.58,7,2,0,2024-06-27 02:06:47.057132,0.7178,41,0.2613675775626498,0.25
122,8971.3,234,372,29,43922.81,5,3,2,2024-08-02 02:06:47.057132,0.0576,5,0.2042515039452166,0.5
123,3248.23,336,446,58,191169.22,5,0,2,2024-06-04 02:06:47.057132,0.2138,64,0.01699138595637938,0.0
124,1189.51,316,639,58,99278.01,7,2,0,2024-08-01 02:06:47.057132,0.9354,6,0.011981605997138742,0.25
125,2356.56,24,616,32,28819.23,1,3,0,2024-05-23 02:06:47.057132,0.6228,76,0.08177040122168427,1.5
126,4328.37,271,453,18,125054.24,1,2,2,2024-06-22 02:06:47.057132,0.4683,46,0.03461194118648036,1.0
127,8198.35,95,554,67,55948.53,0,1,1,2024-07-15 02:06:47.057132,0.6523,23,0.14653378739352044,1.0
128,8621.23,142,650,64,21230.55,5,4,1,2024-06-30 02:06:47.057132,0.1786,38,0.4060766207187284,0.6666666666666666
129,168.83,182,846,25,156509.44,5,0,0,2024-08-02 02:06:47.057132,0.8929,5,0.0010787208746002798,0.0
130,5156.4,206,611,48,47875.35,5,2,0,2024-06-07 02:06:47.057132,0.6563,61,0.10770469563146796,0.3333333333333333
131,4232.37,81,433,28,189647.57,1,3,1,2024-08-05 02:06:47.057132,0.4712,2,0.022317027315456768,1.5
132,2298.87,274,428,34,126703.98,6,0,1,2024-08-04 02:06:47.057132,0.4574,3,0.01814362895309208,0.0
133,1286.67,276,735,44,35659.25,2,2,0,2024-07-31 02:06:47.057132,0.8224,7,0.036082362921261664,0.6666666666666666
134,3442.39,208,579,77,59208.4,0,1,1,2024-05-09 02:06:47.057132,0.3079,90,0.05814023010248545,1.0
135,9434.81,296,657,48,129952.03,0,3,2,2024-05-23 02:06:47.057132,0.1371,76,0.07260225176936443,3.0
136,3299.71,39,551,44,80860.29,8,4,0,2024-06-18 02:06:47.057132,0.1857,50,0.04080754595364425,0.4444444444444444
137,5236.03,288,434,31,115785.75,2,2,2,2024-06-08 02:06:47.057132,0.0811,60,0.045221713380100746,0.6666666666666666
138,7059.89,124,822,68,163912.17,7,3,2,2024-06-03 02:06:47.057132,0.5079,65,0.043071176472131385,0.375
139,3699.93,364,618,76,162668.27,9,2,2,2024-06-03 02:06:47.057132,0.6773,65,0.022745247121642102,0.2
140,9720.64,283,379,40,145637.62,6,4,2,2024-05-02 02:06:47.057132,0.934,97,0.06674539174699504,0.5714285714285714
141,9628.23,180,490,73,179489.78,1,1,1,2024-06-06 02:06:47.057132,0.7508,62,0.05364221851517117,0.5
142,2592.64,97,752,22,55884.92,1,4,0,2024-06-14 02:06:47.057132,0.5831,54,0.04639247940231461,2.0
143,5022.76,191,643,47,51903.47,3,4,1,2024-06-15 02:06:47.057132,0.864,53,0.09677117926797572,1.0
144,3078.7,74,329,51,163882.91,1,4,2,2024-07-29 02:06:47.057132,0.8922,9,0.018785973473378036,2.0
145,2919.92,273,713,64,77760.08,4,0,2,2024-08-06 02:06:47.057132,0.7124,1,0.03755037289056287,0.0
146,465.18,49,667,36,112192.83,9,3,2,2024-07-23 02:06:47.057132,0.0563,15,0.004146254265981168,0.3
147,6134.69,337,801,74,153911.39,6,2,2,2024-05-10 02:06:47.057132,0.2918,89,0.03985858356551779,0.2857142857142857
148,5076.52,210,320,48,91267.82,1,1,0,2024-07-02 02:06:47.057132,0.3362,36,0.05562223355395144,0.5
149,609.64,116,848,33,43429.21,8,2,0,2024-07-28 02:06:47.057132,0.9974,10,0.014037556750399098,0.2222222222222222
150,2858.6,23,545,62,142302.3,0,0,0,2024-06-18 02:06:47.057132,0.4642,50,0.020088220640144257,0.0
151,9091.83,98,582,44,167088.69,1,1,2,2024-07-07 02:06:47.057132,0.7619,31,0.054413198164399997,0.5
152,2471.66,328,531,78,22303.51,6,0,2,2024-05-15 02:06:47.057132,0.8138,84,0.1108193284375419,0.0
153,1534.46,313,615,43,121259.38,4,2,0,2024-05-30 02:06:47.057132,0.6533,69,0.012654361254362343,0.4
154,4945.58,190,635,56,104492.92,0,1,0,2024-05-07 02:06:47.057132,0.0183,92,0.04732933102070456,1.0
155,9857.94,182,710,46,66727.28,3,2,0,2024-05-01 02:06:47.057132,0.0193,98,0.14773477953844366,0.5
156,2496.35,148,544,66,48985.14,7,3,1,2024-07-22 02:06:47.057132,0.8188,16,0.05096137318378594,0.375
157,6754.14,342,686,68,53846.72,4,0,2,2024-05-20 02:06:47.057132,0.7392,79,0.1254327097360805,0.0
158,7640.03,23,657,74,150495.17,1,3,0,2024-06-26 02:06:47.057132,0.5361,42,0.05076594816963228,1.5
159,2452.61,105,321,56,116515.12,8,3,0,2024-07-12 02:06:47.057132,0.2489,26,0.021049714406164627,0.3333333333333333
160,7309.34,163,318,61,196607.79,0,2,2,2024-07-08 02:06:47.057132,0.0867,30,0.03717726545830152,2.0
161,3741.05,67,586,62,63781.54,0,2,1,2024-08-05 02:06:47.057132,0.1643,2,0.05865411841733517,2.0
162,6359.83,290,575,46,192242.75,9,4,2,2024-06-01 02:06:47.057132,0.5803,67,0.033082287888619985,0.4
163,6371.94,289,371,62,112719.72,4,4,0,2024-05-16 02:06:47.057132,0.5458,83,0.05652906164067831,0.8
164,5404.17,46,664,63,46284.75,8,1,0,2024-06-12 02:06:47.057132,0.9413,56,0.11675919174242057,0.1111111111111111
165,993.87,81,634,64,46672.23,5,2,1,2024-07-14 02:06:47.057132,0.9573,24,0.021294675656166415,0.3333333333333333
166,8369.49,147,498,48,129542.24,4,0,1,2024-06-01 02:06:47.057132,0.576,67,0.06460819266364391,0.0
167,3275.72,222,316,19,169656.09,5,2,2,2024-06-28 02:06:47.057132,0.8414,40,0.01930800126302569,0.3333333333333333
168,1946.53,343,517,23,154588.07,5,2,0,2024-06-05 02:06:47.057132,0.8122,63,0.012591721987343525,0.3333333333333333
169,503.67,15,446,26,138012.92,8,3,1,2024-05-30 02:06:47.057132,0.7524,69,0.0036494409363992874,0.3333333333333333
170,5949.84,121,509,32,50979.45,8,3,0,2024-06-09 02:06:47.057132,0.4373,59,0.11671055690086889,0.3333333333333333
171,6807.89,78,713,37,39501.2,4,4,1,2024-05-03 02:06:47.057132,0.3894,96,0.1723464097293247,0.8
172,264.22,322,629,65,20044.64,3,1,1,2024-06-07 02:06:47.057132,0.2641,61,0.013181578716305209,0.25
173,5169.72,295,651,75,38322.9,0,1,0,2024-06-16 02:06:47.057132,0.9371,52,0.1348989768519606,1.0
174,2342.31,241,462,19,157945.99,5,2,0,2024-05-04 02:06:47.057132,0.8344,95,0.014829816192231282,0.3333333333333333
175,6487.21,18,400,20,181144.71,6,0,2,2024-05-23 02:06:47.057132,0.1771,76,0.03581230718799351,0.0
176,1826.23,256,626,72,63263.08,6,3,2,2024-07-02 02:06:47.057132,0.2525,36,0.02886723188311413,0.42857142857142855
177,6940.28,277,626,69,163080.96,0,0,2,2024-07-07 02:06:47.057132,0.5813,31,0.04255726726161043,0.0
178,3928.68,27,454,72,55792.78,5,3,0,2024-05-02 02:06:47.057132,0.4136,97,0.07041556273051817,0.5
179,9373.63,2,309,70,64868.9,7,2,1,2024-07-31 02:06:47.057132,0.2139,7,0.144501139991583,0.25
180,1461.46,353,652,47,60348.46,2,1,2,2024-05-09 02:06:47.057132,0.7912,90,0.024217022273642114,0.3333333333333333
181,3476.56,295,482,25,29311.38,0,2,0,2024-05-09 02:06:47.057132,0.0016,90,0.11860785810835245,2.0
182,1223.39,312,754,57,54931.03,6,3,2,2024-07-18 02:06:47.057132,0.3433,20,0.022271382859560436,0.42857142857142855
183,9254.47,363,305,38,87237.8,3,1,2,2024-05-01 02:06:47.057132,0.9293,98,0.10608325748700677,0.25
184,8785.66,239,632,56,92984.55,4,0,2,2024-07-05 02:06:47.057132,0.7608,33,0.09448515909363436,0.0
185,2653.62,13,632,60,75703.95,1,0,1,2024-05-16 02:06:47.057132,0.4013,83,0.03505259633083875,0.0
186,6633.84,184,557,71,112650.55,6,4,0,2024-07-21 02:06:47.057132,0.9287,17,0.05888866055247844,0.5714285714285714
187,8190.5,194,510,30,88039.68,0,0,1,2024-08-01 02:06:47.057132,0.9008,6,0.0930319147002806,0.0
188,5596.49,56,350,57,194665.64,3,4,2,2024-05-13 02:06:47.057132,0.0526,86,0.028749244088479092,1.0
189,5343.54,230,744,58,165323.08,7,1,2,2024-05-18 02:06:47.057132,0.1279,81,0.03232180286019351,0.125
190,2494.34,28,676,65,187575.92,6,2,1,2024-07-18 02:06:47.057132,0.3872,20,0.013297762314053958,0.2857142857142857
191,1021.72,320,785,54,120336.85,6,2,2,2024-06-26 02:06:47.057132,0.9294,42,0.008490499792873089,0.2857142857142857
192,8982.44,71,350,72,142101.13,6,1,2,2024-06-05 02:06:47.057132,0.8442,63,0.06321160148409798,0.14285714285714285
193,9014.14,210,453,49,50001.75,4,1,1,2024-06-27 02:06:47.057132,0.0478,41,0.18027649032283868,0.2
194,6367.7,184,609,31,155501.44,9,3,0,2024-05-09 02:06:47.057132,0.5123,90,0.04094946001786221,0.3
195,3456.39,356,698,18,62474.8,2,0,2,2024-05-07 02:06:47.057132,0.7203,92,0.05532454685729286,0.0
196,3557.17,41,433,44,46249.93,9,0,2,2024-05-27 02:06:47.057132,0.2759,72,0.07691190019098407,0.0
197,7286.96,260,519,41,27534.68,6,0,0,2024-07-31 02:06:47.057132,0.7225,7,0.264646620189521,0.0
198,8981.39,344,462,68,105001.44,7,4,1,2024-05-28 02:06:47.057132,0.3697,71,0.08553587455562514,0.5
199,8882.16,84,801,66,71622.07,6,0,1,2024-07-09 02:06:47.057132,0.2741,29,0.12401428777470407,0.0
200,7820.77,46,414,39,197610.89,5,3,2,2024-06-01 02:06:47.057132,0.3926,67,0.03957661442646202,0.5
201,6456.11,159,798,31,64970.17,8,2,2,2024-07-22 02:06:47.057132,0.9508,16,0.09937037258791226,0.2222222222222222
202,932.99,344,771,62,175977.79,5,2,1,2024-05-22 02:06:47.057132,0.9053,77,0.005301748589978315,0.3333333333333333
203,1700.12,7,448,25,76958.98,4,4,2,2024-06-18 02:06:47.057132,0.914,50,0.022091249130380887,0.8
204,8995.69,333,540,44,154842.83,5,3,1,2024-05-17 02:06:47.057132,0.9174,82,0.05809561863471496,0.5
205,6103.65,136,422,20,138771.44,9,1,1,2024-06-24 02:06:47.057132,0.1783,44,0.0439834738329443,0.1
206,191.05,183,368,50,121121.04,3,2,1,2024-05-22 02:06:47.057132,0.8961,77,0.0015773477506467912,0.5
207,1104.57,197,362,68,95028.49,5,3,2,2024-07-07 02:06:47.057132,0.2123,31,0.01162356678507677,0.5
208,6668.67,172,315,64,140798.9,3,1,1,2024-06-01 02:06:47.057132,0.8381,67,0.04736308309226848,0.25
209,150.11,349,689,38,93310.1,4,4,0,2024-05-05 02:06:47.057132,0.5419,94,0.0016087218854121902,0.8
210,1692.0,276,557,76,118658.04,5,0,0,2024-08-04 02:06:47.057132,0.24,3,0.014259463581228883,0.0
211,5532.46,78,516,49,126164.31,0,3,1,2024-05-09 02:06:47.057132,0.3985,90,0.04385122860815392,3.0
212,6949.76,178,778,57,68123.94,5,2,0,2024-06-02 02:06:47.057132,0.4334,66,0.10201641302602286,0.3333333333333333
213,6554.42,27,413,58,81152.57,5,4,1,2024-05-01 02:06:47.057132,0.7332,98,0.08076663499381473,0.6666666666666666
214,2320.27,120,679,62,23249.01,0,3,2,2024-05-22 02:06:47.057132,0.606,77,0.09980080872260798,3.0
215,7150.57,281,536,61,173388.62,6,4,2,2024-05-24 02:06:47.057132,0.8168,75,0.04124013444480958,0.5714285714285714
216,2448.77,308,775,58,156076.97,9,1,2,2024-07-31 02:06:47.057132,0.3968,7,0.01568950242947438,0.1
217,3321.46,196,428,49,53035.48,4,3,1,2024-07-11 02:06:47.057132,0.7436,27,0.06262713187473744,0.6
218,7490.26,277,809,69,85168.72,7,0,1,2024-07-31 02:06:47.057132,0.7928,7,0.08794613797178119,0.0
219,6531.37,18,464,41,95792.51,4,1,0,2024-07-30 02:06:47.057132,0.0631,8,0.06818247063366437,0.2
220,8507.31,295,576,28,80188.16,9,0,0,2024-06-26 02:06:47.057132,0.3756,42,0.10609184697591265,0.0
221,6610.37,271,556,54,163683.71,4,4,2,2024-05-06 02:06:47.057132,0.886,93,0.040385020598567814,0.8
222,5726.26,53,431,68,150575.73,1,0,1,2024-05-14 02:06:47.057132,0.705,85,0.03802910336214209,0.0
223,1027.38,294,556,38,158088.57,3,1,0,2024-07-12 02:06:47.057132,0.4184,26,0.006498762054714013,0.25
224,3740.39,52,440,35,182743.41,3,1,2,2024-06-07 02:06:47.057132,0.183,61,0.020467988421579743,0.25
225,2725.5,216,508,28,127127.23,9,1,1,2024-07-18 02:06:47.057132,0.0966,20,0.021439151942506732,0.1
